Company;Employees;City;Foundation;Rating;Private;Easy apply;Sector;Job Skills;Street Address;Nif;Men; Women 
Telekom;481;Auckland;20/12/13;1.32;true;false;Tourism;Self-motivation:Learning:Learning;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
Apple Inc.;208;California;16/5/22;1.96;true;false;Consumer_Services;Decision Making:Decision Making:Adaptability;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
21st Century Fox;714;Guizhou;24/2/10;2.26;true;false;Finance;Leadership:Learning:Self-motivation;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
DynCorp;710;Chicago;10/6/10;2.44;false;true;Media;Decision Making:Decision Making:Learning;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
ENEL;124;Épernay;20/1/19;4.35;true;false;Information_Technology;Work Under Pressure:Work Under Pressure:Conflict Resolution;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Biolife Grup;287;Cartago;15/4/08;1.58;false;true;Tourism;Adaptability:Leadership:Self-motivation;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
AECOM;341;Orange;25/5/21;0.62;false;true;Consumer_Services;Self-motivation:Adaptability:Time Management;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
CarMax;652;Dole;3/7/18;3.02;false;false;Finance;Adaptability:Teamwork:Leadership;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Coca-Cola Company;304;Itapipoca;6/8/18;2.51;true;false;Media;Time Management:Decision Making:Work Under Pressure;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
AECOM;139;Heredia;11/5/10;4.49;false;true;Information_Technology;Decision Making:Leadership:Work Under Pressure;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Vodafone;530;Freiburg;28/10/06;2.57;false;true;Tourism;Teamwork:Conflict Resolution:Conflict Resolution;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
AECOM;122;Dunedin;28/12/21;1.29;false;false;Consumer_Services;Work Under Pressure:Decision Making:Communication;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Facebook;510;Saint John;9/1/08;2.66;false;true;Finance;Communication:Teamwork:Work Under Pressure;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
21st Century Fox;865;Albury;15/12/12;4.9;false;true;Media;Work Under Pressure:Work Under Pressure:Learning;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Coca-Cola Company;820;Louvain-la-Neuve;28/1/23;2.7;false;true;Information_Technology;Conflict Resolution:Teamwork:Communication;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Biolife Grup;383;Zaragoza;14/3/10;2.23;true;true;Tourism;Leadership:Time Management:Conflict Resolution;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Mars;671;Darwin;28/10/06;4.92;true;true;Consumer_Services;Conflict Resolution:Adaptability:Adaptability;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Danone;841;Cassano Spinola;5/7/18;3.81;false;true;Finance;Time Management:Adaptability:Teamwork;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
ExxonMobil;660;Jiangxi;21/9/08;0.9;true;true;Media;Leadership:Self-motivation:Learning;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Zepter;907;Puntarenas;18/3/18;2.63;true;true;Information_Technology;Adaptability:Conflict Resolution:Teamwork;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Global Print;549;San Giovanni in Galdo;14/7/16;1.73;true;true;Tourism;Leadership:Conflict Resolution:Adaptability;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Comcast;213;Abingdon;9/2/08;4.84;true;false;Consumer_Services;Time Management:Self-motivation:Time Management;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
AECOM;799;Avesta;22/9/10;2.06;true;false;Finance;Conflict Resolution:Teamwork:Communication;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
21st Century Fox;67;Lauro de Freitas;10/6/04;0.47;false;true;Media;Learning:Conflict Resolution:Learning;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
UPC;837;Berlin;3/10/12;4.33;true;false;Information_Technology;Conflict Resolution:Time Management:Learning;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
DynCorp;635;Baracaldo;29/4/16;4.95;false;true;Tourism;Decision Making:Communication:Adaptability;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
21st Century Fox;465;Futrono;3/3/05;4.8;false;true;Consumer_Services;Time Management:Self-motivation:Conflict Resolution;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Carrefour;547;Independencia;20/5/09;0.75;true;true;Finance;Learning:Work Under Pressure:Leadership;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
DynCorp;480;Ningxia;25/2/07;3.23;true;true;Media;Time Management:Leadership:Conflict Resolution;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Comodo;400;Chicago;27/9/17;0.58;true;false;Information_Technology;Conflict Resolution:Time Management:Teamwork;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Erickson;405;Falerone;24/1/17;1.83;true;false;Tourism;Adaptability:Learning:Learning;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
Leadertech Consulting;858;Avesta;2/7/19;4.91;true;true;Consumer_Services;Work Under Pressure:Conflict Resolution:Leadership;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Areon Impex;579;Elx;17/2/09;3.37;true;true;Finance;Learning:Teamwork:Communication;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Biolife Grup;239;Oamaru;9/12/13;0.09;false;true;Media;Self-motivation:Self-motivation:Work Under Pressure;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
DynCorp;604;Mariquina;24/10/12;1.61;true;true;Information_Technology;Learning:Communication:Communication;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Demaco;89;Chicago;9/9/09;3.57;true;true;Tourism;Work Under Pressure:Adaptability:Learning;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Comodo;746;Pau;29/10/13;1.11;false;true;Consumer_Services;Conflict Resolution:Conflict Resolution:Leadership;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Biolife Grup;616;Teruel;2/8/14;4.3;false;true;Finance;Leadership:Learning:Adaptability;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Areon Impex;458;Jerez de la Frontera;8/4/10;4.37;true;false;Information_Technology;Learning:Teamwork:Work Under Pressure;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
BuzzFeed;347;Moncton;6/2/12;3.02;false;true;Tourism;Teamwork:Adaptability:Communication;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
CarMax;96;Cork;13/12/05;3.79;true;false;Consumer_Services;Leadership:Teamwork:Leadership;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Metro Cash&Carry;69;Borgomasino;20/10/16;1.27;false;true;Finance;Decision Making:Leadership:Decision Making;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Biolife Grup;740;Offenburg;17/11/08;2.22;false;false;Media;Teamwork:Work Under Pressure:Leadership;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Apple Inc.;73;San Pablo;7/6/04;1.32;true;true;Information_Technology;Leadership:Learning:Decision Making;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
CarMax;403;Los Patios;14/10/11;3.36;false;true;Tourism;Conflict Resolution:Learning:Adaptability;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Telekom;344;Bremen;6/3/16;1.12;false;false;Consumer_Services;Work Under Pressure:Teamwork:Self-motivation;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
BuzzFeed;431;Palmerston;15/4/09;2.36;true;false;Finance;Work Under Pressure:Work Under Pressure:Leadership;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
CarMax;875;Chicago;24/10/09;0.15;false;false;Media;Communication:Teamwork:Leadership;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Amazon.com;668;Springdale;29/4/19;0.34;false;false;Information_Technology;Time Management:Teamwork:Adaptability;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Areon Impex;376;Hallein;20/12/07;4.9;true;false;Tourism;Leadership:Self-motivation:Conflict Resolution;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Global Print;966;Waiheke Island;4/4/11;1.57;false;true;Consumer_Services;Communication:Learning:Teamwork;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Facebook;881;General Lagos;1/8/06;1.2;true;false;Finance;Adaptability:Decision Making:Self-motivation;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Facebook;302;San Rafael Abajo;16/11/16;0.22;true;false;Media;Conflict Resolution:Time Management:Leadership;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
Comcast;542;New York;5/11/11;3.64;false;true;Information_Technology;Teamwork:Teamwork:Learning;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Comcast;344;Paglieta;25/9/13;3.68;false;true;Tourism;Leadership:Self-motivation:Decision Making;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Apple Inc.;419;Levin;17/2/09;3.28;true;true;Consumer_Services;Conflict Resolution:Self-motivation:Adaptability;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Comodo;726;Watson Lake;27/9/10;1.15;false;false;Finance;Adaptability:Decision Making:Adaptability;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Carrefour;782;Stamford;16/2/20;1.82;true;false;Media;Learning:Leadership:Learning;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
ENEL;325;Mersin;1/9/11;3.53;true;false;Information_Technology;Learning:Time Management:Teamwork;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Comcast;349;Cedar Rapids;9/2/22;3.05;true;true;Tourism;Adaptability:Time Management:Learning;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
Facebook;145;New York;15/8/08;2.86;false;true;Consumer_Services;Communication:Time Management:Learning;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
ENEL;724;New York;7/6/16;4.89;false;false;Finance;Decision Making:Time Management:Teamwork;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
BuzzFeed;827;Kapfenberg;30/5/18;4.35;false;true;Media;Decision Making:Conflict Resolution:Time Management;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Vodafone;317;Swindon;2/10/12;3.97;false;false;Information_Technology;Decision Making:Leadership:Leadership;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Vodafone;770;Nicoya;29/7/22;0.25;false;true;Tourism;Decision Making:Work Under Pressure:Work Under Pressure;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
BuzzFeed;881;Guaymas;1/1/10;0.8;false;true;Consumer_Services;Teamwork:Leadership:Decision Making;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Facebook;911;Liberia;2/1/19;1.75;false;true;Finance;Conflict Resolution:Leadership:Communication;Carltoun   Walk- 7017;52-353-7868;95'99744318; 4'002556824 
UPC;279;Nevers;28/9/09;2.12;true;true;Media;Teamwork:Leadership:Leadership;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
Carrefour;661;New York;17/4/07;4.28;false;true;Information_Technology;Conflict Resolution:Adaptability:Leadership;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Comodo;947;Woerden;8/5/15;3.2;false;true;Tourism;Time Management:Work Under Pressure:Conflict Resolution;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
DynCorp;688;Lauro de Freitas;22/6/13;2.07;true;true;Consumer_Services;Self-motivation:Conflict Resolution:Adaptability;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Metro Cash&Carry;972;Armidale;13/8/14;1.29;true;true;Finance;Work Under Pressure:Self-motivation:Leadership;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
UPC;451;Samsun;27/5/10;0.9;false;true;Media;Teamwork:Time Management:Time Management;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
ExxonMobil;611;Siquirres;18/4/17;2.28;false;true;Information_Technology;Decision Making:Learning:Teamwork;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Biolife Grup;727;New York;16/6/04;3.4;true;false;Tourism;Learning:Self-motivation:Learning;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Amazon.com;58;Greymouth;6/6/19;0.72;false;false;Consumer_Services;Work Under Pressure:Work Under Pressure:Learning;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Coca-Cola Company;823;Abaetetuba;21/12/19;0.42;false;true;Finance;Communication:Learning:Self-motivation;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
Boeing;190;Melilla;5/1/07;1.35;true;true;Media;Self-motivation:Communication:Conflict Resolution;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Apple Inc.;621;Yunnan;16/6/18;0.62;true;true;Information_Technology;Teamwork:Decision Making:Conflict Resolution;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Carrefour;799;Galway;10/7/18;2.17;true;true;Tourism;Leadership:Time Management:Time Management;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Leadertech Consulting;840;Grand-Manil;17/9/16;2.58;true;false;Consumer_Services;Time Management:Time Management:Time Management;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Boeing;719;Heredia;13/1/05;4.42;true;true;Finance;Adaptability:Teamwork:Self-motivation;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
ENEL;482;Konya;21/7/09;0.97;false;false;Media;Adaptability:Conflict Resolution:Communication;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
AECOM;907;Sincelejo;1/12/16;2.47;true;true;Information_Technology;Conflict Resolution:Teamwork:Decision Making;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
ExxonMobil;775;Pica;14/3/07;4.38;true;false;Tourism;Conflict Resolution:Learning:Teamwork;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
UPC;65;Whyalla;18/7/16;4.01;false;true;Consumer_Services;Decision Making:Conflict Resolution:Conflict Resolution;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
ExxonMobil;664;Galway;4/7/13;1.55;false;true;Finance;Work Under Pressure:Time Management:Learning;Garfield Avenue- 8738;23-852-9178;56'51479604; 43'48520396 
Areon Impex;180;Salzburg;15/7/21;3.54;true;true;Media;Teamwork:Communication:Self-motivation;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Metro Cash&Carry;867;New York;1/2/17;3.41;true;true;Information_Technology;Adaptability:Adaptability:Communication;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
AECOM;525;Göteborg;5/2/20;0.5;false;true;Tourism;Decision Making:Teamwork:Adaptability;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Areon Impex;389;Carmen de Bolivar;9/7/12;0.39;true;false;Consumer_Services;Self-motivation:Work Under Pressure:Teamwork;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Mars;117;Zamora;23/12/07;0.71;true;true;Finance;Adaptability:Time Management:Decision Making;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Erickson;389;Lauterach;29/6/15;3.53;true;true;Media;Leadership:Learning:Conflict Resolution;Clifton  Street- 3000;16-630-0213;78'51107126; 21'48892874 
AECOM;560;Saguenay;18/2/18;0.47;false;true;Information_Technology;Time Management:Time Management:Learning;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
AECOM;671;Barranca;23/8/05;1.28;true;true;Tourism;Work Under Pressure:Conflict Resolution:Communication;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
DynCorp;265;Antalya;5/7/06;1.52;false;true;Consumer_Services;Leadership:Teamwork:Leadership;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Apple Inc.;216;San Marcello;15/2/19;1.78;false;false;Finance;Time Management:Decision Making:Time Management;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Apple Inc.;585;Hunan;5/4/18;3.69;false;false;Media;Adaptability:Learning:Teamwork;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
ENEL;721;Miami;9/9/04;3.6;false;true;Information_Technology;Self-motivation:Time Management:Communication;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
21st Century Fox;57;Ludvika;18/11/14;3.26;false;false;Tourism;Learning:Adaptability:Work Under Pressure;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Amazon.com;141;Hinckley;27/3/17;1.94;true;false;Consumer_Services;Leadership:Conflict Resolution:Time Management;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Boeing;768;Telfs;15/3/19;4.44;false;true;Finance;Learning:Leadership:Leadership;Heritage Vale- 1042;91-512-8869;63'28500154; 36'71499846 
Areon Impex;525;Shanghai;18/8/06;0.67;true;false;Media;Decision Making:Self-motivation:Decision Making;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Global Print;445;Hastings;6/2/13;1.51;true;false;Information_Technology;Decision Making:Communication:Decision Making;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
21st Century Fox;834;Mexico City;5/9/08;1.11;true;true;Tourism;Teamwork:Leadership:Adaptability;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Comodo;264;Gisborne;8/9/05;0.3;true;false;Consumer_Services;Teamwork:Adaptability:Time Management;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Team Guard SRL;373;Beijing;25/3/16;3.78;true;true;Finance;Learning:Teamwork:Adaptability;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
CarMax;166;Falun;31/8/04;4.76;false;true;Media;Learning:Time Management:Decision Making;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
21st Century Fox;591;Siquirres;25/6/11;2.75;true;false;Information_Technology;Learning:Self-motivation:Self-motivation;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
DynCorp;423;Ichtegem;9/4/12;4.36;true;true;Tourism;Adaptability:Self-motivation:Teamwork;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
21st Century Fox;956;Bon Accord;16/10/12;4.52;true;false;Consumer_Services;Adaptability:Work Under Pressure:Learning;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
It Smart Group;386;Kirkwall;11/8/05;3.86;true;true;Finance;Time Management:Self-motivation:Leadership;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Carrefour;625;Nogales;26/2/14;0.96;false;true;Media;Self-motivation:Conflict Resolution:Self-motivation;Hickory Lane Road- 8735;74-229-6137;23'11396537; 76'88603463 
Telekom;688;Mexico City;18/10/14;2.03;false;false;Information_Technology;Leadership:Time Management:Decision Making;Battersea   Vale- 3051;82-856-6819;54'05978682; 45'94021318 
It Smart Group;413;Hoogeveen;15/5/11;4.07;true;false;Tourism;Conflict Resolution:Learning:Adaptability;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Areon Impex;181;Mexico City;30/11/19;2.9;false;true;Consumer_Services;Communication:Adaptability:Adaptability;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Leadertech Consulting;767;Spittal an der Drau;10/2/05;4.67;true;false;Finance;Teamwork:Self-motivation:Time Management;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
AECOM;904;Camaragibe;30/7/15;1.08;true;false;Media;Conflict Resolution:Adaptability:Adaptability;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Mars;910;Shanxi;15/4/09;4.12;false;true;Information_Technology;Time Management:Teamwork:Work Under Pressure;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
DynCorp;824;Calmar;23/6/13;2.49;false;false;Tourism;Learning:Teamwork:Self-motivation;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
AECOM;633;Parla;5/4/14;4.84;true;false;Consumer_Services;Self-motivation:Communication:Teamwork;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
21st Century Fox;232;Buckley;6/4/21;4.02;false;true;Finance;Self-motivation:Communication:Self-motivation;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
CarMax;624;Linton;9/6/08;4.96;true;false;Media;Learning:Learning:Conflict Resolution;Antrobus   Way- 7262;04-813-7296;18'7340424; 81'2659576 
Team Guard SRL;248;Wichita;24/4/07;1.27;false;true;Information_Technology;Work Under Pressure:Decision Making:Decision Making;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
Danone;526;Jilin;23/8/21;0.15;true;true;Tourism;Leadership:Adaptability:Leadership;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Demaco;240;Mexico City;1/1/16;0.96;true;false;Consumer_Services;Conflict Resolution:Self-motivation:Self-motivation;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Metro Cash&Carry;639;Guadalupe;27/7/05;3.19;false;true;Finance;Communication:Teamwork:Self-motivation;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
ENEL;749;Petit-Thier;4/9/13;3.4;false;false;Media;Decision Making:Adaptability:Adaptability;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Areon Impex;476;Belfast;20/10/21;3.53;false;true;Information_Technology;Learning:Decision Making:Time Management;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Biolife Grup;537;Groß-Gerau;7/9/21;1.0;true;true;Tourism;Leadership:Adaptability:Self-motivation;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
Global Print;799;Seville;30/9/13;3.57;true;false;Consumer_Services;Communication:Learning:Conflict Resolution;Buttonwood Vale- 7290;00-828-1016;57'61816904; 42'38183096 
Comcast;690;Nizip;21/9/22;3.52;false;false;Finance;Adaptability:Self-motivation:Communication;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
AECOM;898;Finkenstein am Faaker See;13/6/16;4.83;true;false;Media;Decision Making:Leadership:Work Under Pressure;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
Coca-Cola Company;896;St. Johann in Tirol;6/4/07;2.26;false;false;Information_Technology;Self-motivation:Leadership:Time Management;Camdenhurst   Vale- 4094;71-704-4086;63'89545733; 36'10454267 
It Smart Group;916;Pencahue;26/10/08;3.16;true;false;Tourism;Decision Making:Adaptability:Adaptability;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
Team Guard SRL;762;Lidingo;5/2/07;3.98;false;false;Consumer_Services;Communication:Decision Making:Adaptability;Cingworth  Rue- 527;52-753-9636;68'57898218; 31'42101782 
21st Century Fox;570;Bayeux;16/8/07;3.24;false;false;Finance;Teamwork:Adaptability:Decision Making;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
It Smart Group;614;Yunnan;16/2/22;2.33;false;true;Information_Technology;Communication:Work Under Pressure:Adaptability;Ayres   Alley- 5501;12-164-9192;27'00497999; 72'99502001 
DynCorp;498;Pamplona;9/1/22;0.32;false;false;Tourism;Teamwork:Leadership:Communication;Blackpool  Boulevard- 8973;71-434-2148;98'61163461; 1'388365395 
Mars;800;Thorembais-Saint-Trond;11/1/07;2.97;true;false;Consumer_Services;Teamwork:Communication:Teamwork;Thomas More   Route- 9594;95-234-6464;10'3243929; 89'6756071 
Amazon.com;390;Rothesay;5/4/13;0.78;false;true;Finance;Time Management:Leadership:Learning;Cockspur  Pass- 2944;05-785-4195;85'25269132; 14'74730868 
Leadertech Consulting;511;Brandon;8/4/19;3.17;false;true;Media;Adaptability:Self-motivation:Leadership;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Demaco;242;Enschede;23/6/21;4.2;false;false;Information_Technology;Time Management:Leadership:Decision Making;Blenkarne  Walk- 7219;27-626-9028;82'07550399; 17'92449601 
Zepter;848;Napier;25/10/13;3.09;true;false;Tourism;Time Management:Learning:Decision Making;Jackson Street- 5847;27-139-2368;72'56445532; 27'43554468 
Comcast;744;Dublin;25/3/19;4.84;true;true;Consumer_Services;Conflict Resolution:Time Management:Work Under Pressure;Clissold  Vale- 1898;16-220-1378;40'29349545; 59'70650455 
BuzzFeed;293;Hudson Bay;10/11/05;0.34;false;false;Finance;Time Management:Adaptability:Adaptability;Sherwood  Crossroad- 8087;73-095-9964;85'69108738; 14'30891262 
Metro Cash&Carry;354;Oaxaca;14/10/17;2.73;true;false;Media;Teamwork:Work Under Pressure:Teamwork;Queensberry  Avenue- 4362;98-863-9436;23'41098727; 76'58901273 
Danone;424;Chiguayante;29/6/08;1.17;false;false;Information_Technology;Time Management:Leadership:Teamwork;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
Biolife Grup;390;Sluis;23/10/21;3.58;false;true;Tourism;Leadership:Adaptability:Decision Making;Bempton   Avenue- 2468;45-207-1411;42'48841058; 57'51158942 
AECOM;100;Berlin;24/12/14;0.04;true;false;Consumer_Services;Conflict Resolution:Adaptability:Decision Making;Thomas Doyle   Boulevard- 606;41-251-1648;61'02248841; 38'97751159 
21st Century Fox;703;Tijuana;6/8/11;2.84;true;true;Finance;Adaptability:Self-motivation:Work Under Pressure;Norland  Pass- 8878;11-190-2838;87'78621339; 12'21378661 
Leadertech Consulting;408;Fujian;27/11/12;1.09;false;true;Media;Teamwork:Work Under Pressure:Teamwork;Hampden  Walk- 3255;34-304-5913;40'65894569; 59'34105431 
Vodafone;810;Belfast;31/10/13;0.6;true;false;Information_Technology;Self-motivation:Communication:Self-motivation;Arlington  Hill- 6421;27-133-7473;87'85468562; 12'14531438 
Danone;81;Palmerston North;30/5/18;2.43;false;true;Tourism;Teamwork:Self-motivation:Communication;Castile  Pass- 1762;39-139-2652;59'31367429; 40'68632571 
ENEL;105;Develi;22/11/13;2.39;false;true;Consumer_Services;Self-motivation:Leadership:Work Under Pressure;Calvin   Boulevard- 2060;19-221-8298;93'62720201; 6'372797994 
Comodo;111;Limoges;15/1/09;3.19;false;true;Finance;Adaptability:Conflict Resolution:Leadership;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
Apple Inc.;513;Armenia;21/3/17;4.55;true;true;Media;Leadership:Learning:Adaptability;Archery  Rue- 1529;67-733-4618;35'28415147; 64'71584853 
Areon Impex;433;San Francisco;30/9/15;4.16;false;true;Information_Technology;Learning:Teamwork:Decision Making;Abbots   Avenue- 4390;48-814-4979;42'98366067; 57'01633933 
Comodo;648;Bocchigliero;1/5/12;4.9;true;true;Tourism;Teamwork:Teamwork:Teamwork;Marischal  Hill- 1123;68-057-7309;42'14314818; 57'85685182 
UPC;655;Berlin;28/4/05;0.07;true;false;Consumer_Services;Learning:Teamwork:Self-motivation;Waldram Park  Avenue- 6693;85-489-5400;79'02529636; 20'97470364 
